Year,Abkhazia,Afghanistan,Akrotiri and Dhekelia,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,Christmas Island,Cocos Island,Colombia,Comoros,"Congo, Dem. Rep.","Congo, Rep.",Cook Is,Costa Rica,Cote d'Ivoire,Croatia,Cuba,Cyprus,Czech Republic,Czechoslovakia,Denmark,Djibouti,Dominica,Dominican Republic,East Germany,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Eritrea and Ethiopia,Estonia,Ethiopia,Faeroe Islands,Falkland Is (Malvinas),Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guernsey,Guinea,Guinea-Bissau,Guyana,Haiti,Holy See,Honduras,"Hong Kong, China",Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jersey,Jordan,Kazakhstan,Kenya,Kiribati,North Korea,South Korea,United Korea (former),Kosovo,Kuwait,Kyrgyz Republic,Lao,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,"Macao, China","Macedonia, FYR",Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,"Micronesia, Fed. Sts.",Moldova,Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,Netherlands Antilles,New Caledonia,New Zealand,Ngorno-Karabakh,Nicaragua,Niger,Nigeria,Niue,Norfolk Island,Northern Cyprus,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Pitcairn,Poland,Portugal,Puerto Rico,Qatar,Reunion,Romania,Russia,Rwanda,St. Barthélemy,St. Helena,St. Kitts and Nevis,St. Lucia,St. Martin,St. Vincent and the Grenadines,St.-Pierre-et-Miquelon,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Serbia and Montenegro,Serbia excluding Kosovo,Seychelles,Sierra Leone,Singapore,Slovak Republic,Slovenia,Solomon Islands,Somalia,Somaliland,South Africa,South Ossetia,Spain,Sri Lanka,Sudan,Suriname,Svalbard,Swaziland,Sweden,Switzerland,Syria,Taiwan,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tokelau,Tonga,Transnistria,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,USSR,Uzbekistan,Wallis et Futuna,Vanuatu,Venezuela,West Bank and Gaza,West Germany,Western Sahara,Vietnam,Virgin Islands (U.S.),North Yemen (former),South Yemen (former),Yemen,Yugoslavia,Zambia,Zimbabwe,Åland,South Sudan,Christian,Coastline,Curaçao,Sint Maarten (Dutch part),St. Martin (French part),Antarctica,"Virgin Islands, British",Hawaiian Trade Zone,U.S. Pacific Islands,Wake Island,Bonaire,Sark,Chinese Taipei,Saint Eustatius,Saba
1983,,,,1101.335654,1963.365104,,14976.59061,,,5244.929029,6707.05686,,,14510.1437,16365.68683,,16855.9741,9409.406767,258.5983764,7148.997748,,15628.17983,1820.56843,297.564224,42108.26068,297.0730854,928.2277924,,1437.677432,3064.153633,,23352.96949,1424.215199,162.4890534,166.9876384,,791.6323343,16713.69949,650.5360837,,288.2819587,167.6670557,,2156.144227,227.5496401,,,1981.468562,431.7899909,247.0508597,1367.905967,,2734.286881,795.2365324,,3267.936615,7352.666801,,,20813.88373,,2700.774615,1884.421522,,1263.228995,976.887535,1523.92489,,,,,144.7947735,,,1631.653204,16271.03092,16117.64077,,11933.70736,5179.043572,640.4174054,2070.881617,16101.31467,188.1486653,,9013.52541,15569.74967,2291.884601,,,1474.67823,,,153.0585535,669.226611,,,1019.204931,13555.44286,4024.821175,22698.21981,252.6516943,432.5769957,1601.644393,,10406.00913,,13458.49244,13451.61161,2763.863805,25021.26962,,1967.261136,,414.5926945,756.8216992,,4048.953231,,,,,,3545.045709,,265.6032705,577.91413,,37543.87223,,21668.11224,10594.62361,,298.4251841,149.332191,2130.40189,,190.2535609,5115.065266,2007.9701,,523.1012913,1702.299759,,4887.022553,,927.6739352,65414.04368,464.4549083,,,996.5520301,156.1612678,,2091.405189,,143.596151,15744.56424,,9094.680918,10966.71981,,1303.467248,232.4824033,316.228174,,,,,23337.44563,5851.689168,376.0340524,,3257.461907,615.6922815,1310.305714,1976.501875,1103.019915,,,6616.546056,8600.229547,,,2015.459607,,274.0605567,,,3319.446116,2125.846731,,1833.74898,,1129.565231,16774.20846,,11094.09123,488.2285676,,,,3923.040873,290.5269625,10972.39757,,,,,,3309.967643,,8901.977077,487.5662179,286.8792395,2391.115793,,838.0495828,19973.87646,28993.12919,1087.817509,,,,871.6225587,,280.6913417,,1377.890927,,6502.538808,1519.257424,2701.014169,,,,192.5971662,,47658.01257,16298.88277,23105.52073,4531.008006,,,,1309.348416,4991.688754,,,,,,,,,,435.951991,523.1450476,,,,,,,,,,,,,,,,,
1984,,,,1065.235347,2008.472176,,14554.76284,,,5850.656114,6751.820111,,,15027.66949,16375.10914,,18841.51612,9619.930978,264.8234246,7353.519251,,16013.87103,1798.958544,312.4100267,42006.57456,302.5674215,906.9457718,,1509.20752,3154.965632,,22844.52382,1469.146444,155.6079769,161.8115391,,826.8077331,17516.23999,660.1820209,,306.6463819,166.7207562,,2290.183269,258.7202307,,,2003.992013,436.2345258,253.5984241,1421.332509,,2824.580879,742.6592873,,3508.543959,7893.657975,,,21692.26082,,2867.856057,1866.136176,,1277.740533,1011.738562,1523.853512,,,,,136.1884244,,,1730.791377,16687.27239,16265.1401,,12236.91491,5400.012659,635.8501573,2164.703664,16613.1734,197.4867748,,9149.059235,14595.2134,2341.579312,,,1446.19155,,,164.1558701,641.3840391,,,1031.765481,14761.60321,4140.078767,23385.39562,256.45344,453.8597054,1518.006965,,10792.0388,8217.082111,13403.80135,13882.43755,2674.566619,25972.89455,,2057.323839,,406.2731223,730.5850252,,4323.28207,,,,,206.459758,3725.557251,,286.0878672,551.974036,,38591.08105,,22985.0677,11008.99817,,295.8589576,152.2302026,2234.910073,,194.675116,5162.190472,1990.224514,,492.2848156,1767.393852,,4965.133903,,949.0565845,65093.1709,479.4009569,,,1013.153605,143.728719,,2029.259351,,153.8119027,16162.33112,,8937.756907,11418.25346,,1250.989036,188.1170719,293.5968613,,,,,24643.33056,6490.810471,381.8105677,,3274.608714,597.3648803,1311.282454,2031.675842,994.458451,,,6467.238496,9138.378665,,,2128.045622,,253.9171006,,,3749.876636,2587.012364,,1927.677754,,1141.644672,17115.36308,,10146.83402,492.0441587,,,,4067.235286,295.4598754,11717.81261,4953.525362,,,,,3389.641627,,9023.888526,506.3194359,264.1676646,2283.224449,,861.2101876,20808.10527,29758.31714,1008.403952,,,,904.4130074,,285.9872459,,1400.902881,,6028.606869,1575.249255,2818.239598,,,,185.9159382,,47169.81578,16707.75076,24554.40288,4450.496128,,,,1402.744376,4923.357323,,,,198.5291059,,,,,,420.8147785,493.3648308,,,,,,,,,,,,,,,,,
1985,,,,1059.865744,2020.08722,,14354.90656,362.4767014,,6422.811859,6146.155455,,,15574.44144,16776.39194,,19359.4995,8896.286407,266.086821,7356.833536,,16273.53897,1772.012303,326.807709,40870.94386,306.572351,872.8099104,,1564.307997,3333.999635,,21882.63169,1508.59234,164.5876723,175.0783178,,867.9212259,18183.73352,704.3070693,,310.338116,197.5315344,,2412.896975,289.6759682,,,2022.211966,433.5882348,247.5906962,1364.792651,,2776.893983,746.1494783,,3540.635229,8179.032376,,,22556.1085,,2927.376796,1787.020966,,1281.525853,1052.846372,1513.302416,621.4767347,,,,117.1536725,,,1624.800944,17166.60394,16432.99036,,12563.194,5113.415634,603.2702571,2251.8476,17037.9529,200.9364455,,9342.314356,14986.68235,2493.671521,,,1403.337838,,,167.9703585,662.7719723,,,1043.066727,14714.44717,4137.117969,23965.92239,263.9605205,460.1105832,1492.492742,,11107.24557,8220.905347,13623.54055,14266.75637,2560.793155,27449.51885,,2053.809713,,408.2825798,681.4662383,,4572.112989,,,,,211.1536744,3687.353007,,293.5140833,539.3901312,,40723.64189,,23581.12705,10616.43523,,291.4985944,152.5990162,2149.417362,,169.4834055,5203.428664,1779.771581,,493.3351113,1877.717489,,4993.468346,,890.2827617,64977.97348,493.3089078,,,1050.897032,143.6886148,,1974.081631,,159.4429257,16502.21441,,9194.423626,11436.54888,,1171.440223,197.1190192,314.0696989,,,,,25885.10626,7059.81007,397.1574754,,3364.432072,605.3582071,1324.274097,2041.393821,896.9576615,,,6630.640111,9235.880436,,,2116.638889,,255.4341924,,,4075.743233,2399.667706,,2031.224185,,1182.913516,17392.66012,,9209.91883,493.4874651,,,,4486.337327,272.8443439,11624.62962,5092.382101,,,,,3262.743579,,9199.6673,523.6118949,240.6068133,2223.259662,,861.8697088,21228.6428,30715.62587,1035.099633,,457.0733197,,928.6739695,,291.7679809,,1490.953084,,5702.011088,1614.301508,2875.984715,,,,173.865795,,43114.96994,17269.88771,25338.55564,4486.834721,,,,1384.59512,4800.957486,,,,201.9667162,,,,,,414.3898887,507.833108,,,,,,,,,,,,,,,,,
1986,,,,1091.560557,1969.764217,,14444.46206,362.354136,,7360.346157,6531.926422,,,16024.03402,17151.57949,,19341.59051,8710.785821,269.9559196,8015.601273,,16564.26086,1807.394307,324.9290704,42906.11095,331.7231043,832.053422,,1638.161391,3527.761242,,20698.96047,1572.484867,173.1336221,175.0800362,,899.8275579,18437.71141,715.1818663,,313.8412927,183.9986147,,2505.825152,310.514347,,,2095.750242,429.8162191,251.8107432,1235.794962,,2859.065496,742.0833526,,3514.023155,8385.2591,,,23640.82914,,3160.968401,1810.591866,,1300.342865,1054.88802,1496.867323,578.3469067,,,,124.4127561,,,1734.075224,17562.96619,16708.21534,,13280.73025,4917.137281,599.0815788,2049.468533,17419.69421,205.1677706,,9359.666587,15960.33365,2692.968414,,,1372.783244,,339.6020561,163.5357623,662.6400873,,,1019.630039,16138.98215,4207.792111,25282.8164,270.5132774,478.0198529,1306.176116,,11054.6457,9674.76228,14057.12776,14673.98195,2581.413357,28055.1738,,2117.769951,,421.8652297,676.9842413,,5011.198076,,,,398.0584447,215.515102,3829.752077,,288.8752613,527.9864537,,41781.44111,,25819.34721,10851.41843,,289.2287118,144.4648578,2112.890278,,180.86,5316.020449,2113.507999,,507.7229519,2043.189756,,4709.208893,1861.101968,952.156819,65418.23129,524.5320053,,,1111.688762,139.8652569,,1988.7381,,162.8249453,16868.25522,,9043.372061,11697.77172,,1133.639581,203.9097807,313.8150144,,,,,26834.3448,6901.134369,405.2521461,,3412.434303,618.0175167,1286.921191,2195.472871,902.8139894,,,6898.934283,9894.646373,,,2157.60871,,257.7422032,,,4567.669138,2715.332408,,2151.702659,,1243.17946,17684.32293,,9230.666401,493.9569179,,,,4446.920001,268.7034806,11787.19813,5271.8111,,,,,3180.686464,,9470.171079,536.7616457,247.1710056,2121.690565,,928.9680065,21785.289,31124.12705,952.8115903,,458.3503941,,961.4872544,,286.8223185,,1519.387421,,5457.891165,1541.623535,3016.949404,,,,168.5473209,,34618.24214,17921.25699,25965.88342,4851.208549,,,,1351.47084,4981.422963,,,,202.841641,,,,,,404.6802627,499.6531516,,,,,,,,,,,,,,,,,
1987,,,,1054.247803,1902.061098,,14983.63217,381.1575245,,8097.652081,6623.374506,,12995.83203,16195.46821,17373.35717,,19571.05278,9286.893169,272.5475672,8063.653393,,16931.90098,1955.036382,311.4928319,43821.94857,412.490149,834.0204578,,1775.485706,3584.074016,,20530.50365,1665.239656,168.2577106,179.0586489,,854.8123204,18971.40746,738.9140155,,291.8900705,174.1621285,,2626.629012,341.0212935,,,2163.121139,425.6805905,250.9822936,1204.154144,,2974.959654,713.4016106,,3395.643155,8880.599082,,,23679.3603,,3429.487909,1952.025796,,1241.260481,1055.697719,1515.347176,581.489195,,,,137.1780919,,,1612.404878,18124.43227,17009.83132,,13886.10086,3949.078687,584.642583,2058.677306,17636.83063,209.0656817,,9117.707644,16653.91254,3016.319586,,,1389.066041,,342.3719285,165.0597631,674.4169178,,,1049.573531,18085.62401,4385.612264,27144.43317,275.1513877,493.8647534,1241.647502,,11568.93441,10436.36643,14826.0989,15140.82445,2766.534264,29064.22236,,2100.99395,,431.1219088,642.1526022,,5515.285718,,,,403.4457874,206.6497011,3879.472234,,262.9086977,524.7438983,,45037.38546,,26666.08424,11887.07245,,284.5644347,138.3718826,2162.540715,,177.317128,5496.555813,2204.78313,,503.8970039,2207.444017,,4698.824757,1839.774008,955.6444557,65942.13769,527.2296939,,,1059.477547,160.656008,,1972.390015,,161.7148596,17085.26786,,9391.085579,11773.48133,,1101.837383,198.4229121,303.6635208,,,,,27184.47301,6411.027999,417.4409804,,3282.279914,619.7189206,1305.470527,2319.072806,916.8221214,,,7341.160295,10283.97871,,,2166.341918,,245.480292,,,4982.344785,2729.103418,,2234.585022,,1243.195339,18042.85699,,8491.076076,508.5687108,,,,4610.494052,279.8897158,12859.31989,5371.497918,,,,,3167.455626,,9970.859876,537.8201946,275.7309664,1808.213262,,1019.366332,22463.3491,31419.62061,941.2141788,,438.4955642,,1033.08454,,279.2499462,,1560.557028,,5168.992436,1603.810107,3241.651655,756.7624152,,,169.0123496,1405.899262,33712.77422,18699.03581,26549.87602,5206.312869,,643.355716,,1282.589276,5030.864859,,,,205.0031105,,,,,,403.0568868,487.6665756,,,,,,,,,,,,,,,,,
1988,,,,1013.629008,1833.152878,,15517.49469,392.7728072,,8651.250708,6360.588619,,15394.32469,16832.69865,17920.57394,,19685.36145,9592.071454,271.1057719,8533.743123,,17675.34605,2080.996636,313.3009231,44900.32535,419.6240553,839.410684,,2055.763766,3513.999487,,20180.5187,1845.420097,173.3623974,182.5993009,,764.9579675,19659.67026,776.543433,,290.7425203,194.8745103,,2771.190084,373.4945008,,,2205.628897,426.3478491,244.4555462,1192.17118,,3008.202118,696.8595185,,3484.169287,9546.713846,,,23634.09096,,3755.453726,1952.993597,,1312.864388,1085.777682,1524.364234,578.4813335,,,,133.4868899,,,1625.302029,19015.40367,17704.04983,,13895.81956,4318.828219,582.1885759,2151.63853,18219.35112,214.965181,,9474.189704,17362.47976,3161.691897,,,1410.617694,,354.0356997,169.2740587,654.6327457,,,1066.315103,19495.63699,4389.472796,26698.62716,295.1969968,515.6944955,1123.954753,,12224.70535,11421.01685,14877.61551,15768.26659,2869.404564,31008.77531,,1990.73395,,441.979377,743.2378595,,6044.028726,,,,448.7108713,196.9198753,4035.933156,4304.222843,280.7298993,519.3949633,,46959.86859,,28713.8011,12307.1575,,285.9508944,134.6783539,2308.568393,,177.3656385,5910.323351,2273.261769,,499.3001375,2339.057639,,4660.371782,1845.609876,964.6472866,67895.89206,538.9762576,,,1145.257613,174.2075826,,1903.368167,,170.074292,17559.44573,,12406.20836,11723.58094,,944.7085246,206.1466034,325.2048244,,,,,26991.89658,6548.382335,435.1088632,,2785.487049,622.4718967,1350.705039,2071.753629,953.239354,,,7899.154784,10852.0319,,,2145.410743,,245.9279731,,,5452.717025,3016.57107,,2545.505189,,1218.360433,18586.67199,,8837.331562,490.5341343,,,,4824.361303,253.1175182,13926.9542,5446.841364,,,,,3222.65484,,10455.79391,543.6152007,268.7166547,1927.816177,,1040.309121,22956.56184,32211.81831,1034.200133,,484.0079225,291.9973231,1149.183997,,288.9399264,,1526.628522,,4937.161232,1569.658113,3257.918275,819.3524108,,,176.4210675,1435.599836,30904.90995,19596.42538,27388.61802,5250.333556,,685.4397731,,1231.339592,5194.644417,,,,210.3754204,,,,,,415.849249,506.9892685,,,,,,,,,,,,,,,,,
1989,,,,1092.474572,1864.712582,,15947.49017,384.4236019,,9220.861075,5800.056982,,16791.73153,17199.91102,18533.4758,,20653.8658,9308.548015,271.0917122,8930.256449,,18222.22107,2309.739636,295.6137468,44418.57836,440.8385742,851.8226269,,2254.251209,3564.636189,,19409.33142,1805.712365,172.4278113,180.1112844,,729.3669958,19817.99342,811.7141341,,290.2125685,198.0353201,,3011.177964,382.8921553,,,2235.866531,402.8245936,233.4409322,1190.261643,,3079.734066,693.3078299,,3471.960651,10159.56615,,,23755.23628,,3772.615377,1997.492156,,1294.739605,1114.513204,1518.811516,554.6061434,,,,128.716647,,,1742.222474,19908.95772,18346.29154,,13998.87896,4541.664387,589.4634565,1991.585726,18783.45503,219.9076008,,9783.022671,18351.30287,3395.009715,,,1433.244704,,355.4204854,176.046061,626.2465195,,,1080.878053,19734.06034,4470.213772,26438.18194,306.1717288,552.6368974,1157.056915,,12986.79835,11963.03467,14754.48205,16290.33214,3051.28021,32540.50169,,1662.048979,,446.9613736,665.4672616,,6390.012581,,,,451.6883377,218.6268144,4243.771505,2461.627531,294.3315742,386.2721767,,48438.1595,,31222.04114,12458.48966,,289.0868754,129.9353945,2445.909291,,195.0948012,6331.806858,2149.517766,,509.5373674,2424.676616,,4758.729024,1868.759008,1007.135594,69661.31777,547.8566345,,,1148.89678,184.9502389,,1857.549304,,173.2370545,18225.89395,,13394.3303,11730.75238,,909.0340455,202.054721,339.8176736,,,,,27148.84541,7050.864758,442.8610357,,2771.754635,598.9433196,1391.025628,1790.976433,986.6175824,,,8420.188639,11284.83591,,,2011.926494,2693.097895,240.1355771,,,5888.139549,3245.18934,,2595.531524,,1255.554826,18994.06207,,8528.480825,494.8902392,,,,5322.881005,249.6542033,14906.23339,5486.171036,,,,,3226.92477,,10939.13075,548.6445742,286.1745832,2093.267638,,1128.915247,23437.66378,33336.21789,913.8785922,,439.6576947,293.7799295,1268.328818,,292.4124014,,1528.319151,,4869.144584,1576.792463,3210.730137,764.3895014,,,180.9898275,1483.943819,32727.85574,19991.39969,28098.40072,5274.009399,,689.9547386,,1219.72943,4637.391973,,,,220.5996509,,,,,,399.9839533,516.728512,,,,,,,,,,,,,,,,,
1990,,,,977.7655298,1832.743369,,16070.06577,372.7945135,,9454.021246,5581.962341,795.3789052,18467.96227,17553.37684,19192.07172,1250.740064,19970.50833,9427.856079,280.1736837,8471.088627,1409.778358,18737.95878,2476.81753,295.7832851,43766.213,484.1100235,871.2260773,,2335.83437,3352.965403,,19075.01748,1670.9483,166.8412774,181.9453709,,665.4106421,19561.87934,804.3764952,,277.5680849,183.9441217,,3067.65058,391.6529529,,,2324.843633,413.1981531,210.3888534,1170.024588,,3119.632564,662.8675347,,3338.785084,10681.7648,5401.379315,,24097.90792,1173.826537,3988.442162,1850.695013,,1299.211204,1153.684513,1570.04653,554.9828593,,,,127.8881274,,,1833.184364,19921.02316,18731.66202,,14003.26486,4626.781529,586.2970526,1697.52496,19600.84319,221.0716696,,9718.099838,16113.20256,3593.243143,,,1444.309237,,354.5049157,183.0783661,609.9144221,,,1051.785919,20424.27245,4358.704324,26540.14492,316.4285779,592.0960703,1281.082811,,14074.44359,12278.15208,15282.68784,16599.92009,3159.362567,34236.71426,,1617.880332,1611.712548,450.1718213,670.2638547,,6895.467056,,,,468.3466561,226.7940561,3912.245399,3066.729316,307.6918799,192.0145425,,48888.63365,4290.780128,32473.98605,13033.75616,2059.418592,289.4941085,132.5055352,2592.517053,,187.9581875,6664.644459,2137.689731,,487.3070393,2574.743485,,4902.644991,1894.105464,978.9750363,70463.65961,519.8379689,,,1172.395612,184.4697292,,1831.058928,,176.9264061,18858.00124,,13562.65255,11627.10652,,888.0689688,193.4979576,358.5537404,,,,,27576.87467,6773.154517,449.2745916,,2935.477573,566.8707368,1396.742875,1664.248311,991.400335,,3100.70685,8771.92762,11607.88682,,,1895.953364,2602.246366,234.8794625,,,6042.371309,3952.460301,,2715.504887,,1191.78335,19153.4878,,8930.375515,477.0034157,1444.183967,,,5645.415813,254.7936682,15787.90256,5316.213896,8362.388736,1101.247994,,,3151.838614,,11335.55259,577.2392264,264.2046927,2049.598226,,1320.353166,23492.2496,34208.11542,955.1431704,,426.070505,304.6405527,1390.520211,,284.4284097,,1493.743315,,4911.863874,1661.29315,3448.001406,1007.373699,,1128.077582,186.0518733,1386.597008,36597.66911,20087.04974,28298.44695,5253.942903,,684.7222036,,1327.356581,4823.487126,,,,227.4878659,,,,464.8370435,,387.292805,536.9977134,,,,,,,,,,,,,,,,,
1991,,,,687.9918725,1766.660839,,15813.1016,357.3108475,,9561.693169,6203.445662,708.8475432,18465.43608,17270.3287,19655.36566,1222.853772,18789.34949,10201.11682,282.7790405,8197.554783,1392.177841,19010.66574,2666.273839,299.6481808,41873.28701,484.5238057,896.1970646,,2437.414831,3347.811473,,19126.47888,1545.057904,177.1102681,186.9548432,,622.2354314,18893.80497,798.493307,,269.3737568,193.6350667,,3252.58105,421.8891748,,,2332.361881,381.5793119,185.2920922,1166.299382,,3121.370058,641.2072899,,2958.327672,10485.78175,4785.471991,,24348.01403,1086.232453,4017.446672,1831.221317,,1336.352827,1143.81312,1602.018937,530.7192011,,,,114.8041785,,,1767.017449,18623.78039,18836.73334,,14388.88115,4753.106746,583.3210365,1329.958271,20452.54296,226.2823318,,9922.266946,16123.91966,3669.368601,,,1463.048748,,344.3714559,188.5693961,647.7405117,513.4382408,,1056.27818,21410.58959,3840.58311,26175.6408,313.2745132,634.2710005,1411.532496,,14263.78695,12360.94567,15498.20512,16843.63607,3290.136252,35265.24153,,1473.123449,1425.486538,441.7092364,629.7709496,,7473.611029,,,,424.5762424,229.959857,3435.705852,4129.431972,309.2657103,167.5149286,,49118.48924,4040.370706,34811.59628,13158.10771,1918.851096,263.2905835,141.0247834,2764.200613,,186.9329547,7011.202376,2087.435269,,482.7378614,2660.074768,,5013.476791,1984.715415,820.1200908,70192.94813,467.4153036,,,1230.423823,189.0385728,,1912.618009,,183.6400765,19166.32186,,13882.8813,10933.8371,,865.7075985,192.2191654,366.4613075,,,,,28298.09714,6893.100152,459.1833646,7256.43148,3146.642997,605.8515285,1394.924917,1666.742865,961.9688431,,2872.966412,9169.192716,11791.66561,,,1665.78319,2465.392981,236.9162772,,,6098.781005,4001.607988,,2724.469521,,1155.802796,19202.03629,,9433.180403,474.7715574,1301.252205,,,5739.351472,259.8855892,16339.42791,4537.922349,7613.295902,1134.940669,,,3056.094145,,11597.70261,594.9802981,277.0864677,2075.384035,,1306.473863,23071.03438,33473.8417,1000.882109,,387.3729939,300.9049057,1492.798578,,276.2396666,,1586.980895,,5007.588336,1692.167982,3413.644475,934.3990094,,1162.082023,189.7910049,1267.326182,34957.04687,19746.19063,27849.88084,5401.617022,,666.97965,,1331.303465,5175.666615,,,,236.6542186,,,,470.7654512,,377.1755805,551.9922021,,,,,,,,,,,,,,,,,
1992,,,,643.285848,1755.973698,,15194.45922,322.0929679,,9484.403123,6851.752586,419.9765817,18178.83714,17137.5585,19847.22018,932.2568693,17736.28159,10611.09237,290.4082118,7765.99957,1255.818546,19223.50264,2912.125313,301.0323793,41848.2731,515.5275949,890.0104186,,2437.701909,3279.686396,,19478.09789,1448.163248,172.745855,185.2494132,,586.4431124,18826.65615,802.3364283,,245.7274127,202.9054101,,3585.435758,475.9288697,,,2403.772309,404.2729281,159.1615195,1165.298657,,3325.26772,618.8025745,,2597.942928,11170.27639,4756.379743,,24747.03263,1062.658979,4092.765593,1984.325734,,1327.249289,1173.21007,1696.185962,567.9302882,134.9203565,,,101.3381627,,,1851.800992,17874.02535,19029.93463,,14231.76756,4459.123397,584.0733272,727.1532628,20685.68998,228.4587968,,9882.290356,15355.04674,3630.425569,,,1498.704836,,334.5915453,186.7891552,698.3067679,476.3930015,,1085.763354,22555.35372,3724.358018,24976.65735,323.8575014,669.1430377,1445.852456,,14640.43757,12398.50938,15814.39991,16972.62591,3330.939118,35465.92544,,1660.043442,1350.872287,424.1409301,640.1912383,,7841.154399,,,,361.4138827,236.0549501,2364.538008,4170.909613,326.1564687,110.7091446,,50223.9128,3184.88596,34977.32639,14577.02034,1782.227555,258.5376868,129.360236,2932.017288,,197.7157132,7268.309759,2195.722491,,478.453331,2796.282419,,5100.450456,2012.001496,580.9948302,70222.06249,419.3664574,,,1160.35428,173.7414103,,1986.003539,,186.5201625,19346.48928,,13595.22649,10941.83261,,848.1214743,173.9879134,368.1038996,,,,,29126.48798,7162.823979,481.8264339,6611.258295,3335.373924,672.8191719,1406.982974,1627.86557,942.6405175,,2936.202295,9267.159781,12250.47182,,,1532.302552,2106.223762,267.0978606,,,6333.157384,4246.649214,,2924.155455,,1144.434511,19095.05522,,9571.616719,466.5830076,941.5301233,,,6072.95358,211.3136796,16970.76377,4231.532469,7207.894527,1243.208583,,,2929.027116,,11666.91038,615.4917881,287.8300081,2042.457183,,1317.897084,22660.07708,33092.33395,1103.255634,,270.039666,292.6904286,1599.211652,,260.0503342,,1588.962475,,4887.098902,1787.360256,3525.163557,772.1194935,,1188.322073,189.8414888,1141.121045,34255.84156,19721.73864,28401.46518,5788.057622,,578.5541131,,1326.412168,5366.577735,,,,252.5790356,,,,484.3026701,,361.4832347,490.4775035,,,,,,,,,,,,,,,,,
